"觀測時間(LST)ObsTime","測站氣壓(hPa)StnPres","海平面氣壓(hPa)SeaPres","測站最高氣壓(hPa)StnPresMax","測站最高氣壓時間(LST)StnPresMaxTime","測站最低氣壓(hPa)StnPresMin","測站最低氣壓時間(LST)StnPresMinTime","氣溫(℃)Temperature","最高氣溫(℃)T Max","最高氣溫時間(LST)T Max Time","最低氣溫(℃)T Min","最低氣溫時間(LST)T Min Time","露點溫度(℃)Td dew point","相對溼度(%)RH","最小相對溼度(%)RHMin","最小相對溼度時間(LST)RHMinTime","風速(m/s)WS","風向(最多風向)(360degree)WD","最大陣風(m/s)WSGust","最大陣風風向(360degree)WDGust","最大陣風風速時間(LST)WGustTime","降水量(mm)Precp","降水時數(hr)PrecpHour","10分鐘最大降水量(mm)PrecpMax10","10分鐘最大降水起始時間(LST)PrecpMax10Time","一小時最大降水量(mm)PrecpHrMax","一小時最大降水量起始時間(LST)PrecpHrMaxTime","日照時數(hr)SunShine","日照率(%)SunShineRate","全天空日射量(MJ/㎡)GloblRad","能見度(km)VisbMean","A型蒸發量(mm)EvapA"
"12","1009.2","1009.6","1012.4","2014-10-12 23:30","1007.0","2014-10-12 14:47","27.3","32.1","2014-10-12 12:08","24.5","2014-10-12 04:54","20.6","67","57","2014-10-12 11:54","3.0","10.0","10.8","320.0","2014-10-12 14:08","0.0","0.0","0.0","","0.0","","10.5","90.4","20.67","7.8","5.7"
"13","1014.0","1014.4","1016.1","2014-10-13 22:48","1011.8","2014-10-13 01:07","27.0","30.4","2014-10-13 14:13","24.4","2014-10-13 02:57","20.1","66","58","2014-10-13 20:00","1.7","200.0","6.8","280.0","2014-10-13 15:35","0.0","0.0","0.0","","0.0","","10.1","87.2","19.49","5.6","5.3"
"14","1015.8","1016.2","1017.2","2014-10-14 21:50","1014.1","2014-10-14 14:53","26.3","28.7","2014-10-14 12:51","23.9","2014-10-14 06:10","19.8","68","61","2014-10-14 15:25","1.7","280.0","6.2","270.0","2014-10-14 11:28","0.0","0.0","0.0","","0.0","","9.1","78.7","17.86","5.1","4.2"
"15","1016.0","1016.4","1017.5","2014-10-15 08:24","1014.4","2014-10-15 14:45","25.9","28.7","2014-10-15 13:31","23.4","2014-10-15 04:17","18.8","65","55","2014-10-15 13:13","1.5","260.0","6.0","260.0","2014-10-15 14:30","0.0","0.0","0.0","","0.0","","8.9","77.1","18.49","5.8","5.8"
"16","1016.8","1017.2","1018.5","2014-10-16 09:00","1015.0","2014-10-16 15:23","25.6","28.6","2014-10-16 14:02","22.5","2014-10-16 04:53","18.1","63","53","2014-10-16 16:53","1.8","50.0","6.5","320.0","2014-10-16 15:16","0.0","0.0","0.0","","0.0","","10.0","86.8","18.29","7.5","3.8"
"17","1015.8","1016.2","1017.5","2014-10-17 08:35","1013.8","2014-10-17 14:48","26.1","29.6","2014-10-17 13:51","22.7","2014-10-17 05:15","18.4","63","52","2014-10-17 14:01","2.1","310.0","8.0","300.0","2014-10-17 14:42","0.0","0.0","0.0","","0.0","","9.8","85.2","18.67","6.4","4.2"
"18","1015.1","1015.5","1016.5","2014-10-18 08:47","1013.6","2014-10-18 14:05","26.2","29.5","2014-10-18 11:25","22.8","2014-10-18 05:46","19.2","65","50","2014-10-18 11:17","1.7","50.0","6.6","280.0","2014-10-18 12:09","0.0","0.0","0.0","","0.0","","9.6","83.6","17.34","6.1","4.2"
"19","1014.9","1015.3","1016.2","2014-10-19 08:31","1013.6","2014-10-19 03:39","26.3","29.1","2014-10-19 11:49","23.7","2014-10-19 04:04","20.4","70","64","2014-10-19 10:03","1.7","270.0","5.9","280.0","2014-10-19 14:50","0.0","0.0","0.0","","0.0","","9.6","83.7","18.19","5.8","4.3"
"20","1013.9","1014.3","1015.4","2014-10-20 00:01","1011.9","2014-10-20 13:46","27.0","30.3","2014-10-20 09:51","24.5","2014-10-20 06:09","21.3","71","59","2014-10-20 09:33","1.8","10.0","7.1","270.0","2014-10-20 14:53","0.0","0.0","0.0","","0.0","","10.3","90.0","17.64","5.9","4.8"
"21","1014.3","1014.7","1016.0","2014-10-21 08:25","1012.8","2014-10-21 14:47","27.9","30.8","2014-10-21 11:47","24.8","2014-10-21 05:01","21.5","68","52","2014-10-21 16:04","2.0","310.0","8.1","310.0","2014-10-21 14:32","0.0","0.0","0.0","","0.0","","10.1","88.4","17.76","6.3","5.8"
"22","1013.6","1014.0","1015.5","2014-10-22 08:12","1012.0","2014-10-22 15:31","28.2","31.6","2014-10-22 12:18","25.1","2014-10-22 04:23","21.8","68","59","2014-10-22 12:14","2.4","310.0","9.0","300.0","2014-10-22 13:52","0.0","0.0","0.0","","0.0","","8.7","76.3","16.34","5.6","4.8"
"23","1014.1","1014.5","1015.7","2014-10-23 09:04","1012.7","2014-10-23 03:04","26.9","29.0","2014-10-23 11:41","25.7","2014-10-23 05:32","21.4","72","67","2014-10-23 19:36","1.8","190.0","6.5","210.0","2014-10-23 18:10","0.0","0.0","0.0","","0.0","","6.1","53.6","14.12","6.4","4.7"
"24","1014.8","1015.2","1016.1","2014-10-24 09:19","1013.3","2014-10-24 14:07","26.9","29.4","2014-10-24 12:57","24.5","2014-10-24 06:31","20.6","69","60","2014-10-24 20:42","1.7","300.0","6.9","320.0","2014-10-24 14:52","0.0","0.0","0.0","","0.0","","9.7","85.4","16.70","6.5","3.6"
"25","1015.7","1016.1","1017.1","2014-10-25 22:44","1014.2","2014-10-25 03:46","26.8","29.2","2014-10-25 13:52","24.6","2014-10-25 06:14","21.4","73","65","2014-10-25 15:04","1.7","310.0","7.3","310.0","2014-10-25 12:14","0.0","0.0","0.0","","0.0","","4.7","41.4","12.85","7.1","3.8"
"26","1015.7","1016.1","1017.0","2014-10-26 08:49","1014.1","2014-10-26 14:43","27.3","30.2","2014-10-26 12:14","24.4","2014-10-26 04:54","22.1","73","59","2014-10-26 17:14","1.9","300.0","8.2","310.0","2014-10-26 11:55","0.0","0.0","0.0","","0.0","","9.1","80.4","15.44","5.5","3.2"
"27","1015.0","1015.4","1016.2","2014-10-27 22:07","1013.6","2014-10-27 15:07","27.4","29.8","2014-10-27 09:15","25.2","2014-10-27 05:52","22.8","76","66","2014-10-27 09:11","2.0","270.0","6.3","290.0","2014-10-27 10:24","0.0","0.0","0.0","","0.0","","8.3","73.4","16.36","5.4","3.8"
"28","1015.6","1016.0","1016.8","2014-10-28 21:04","1014.0","2014-10-28 14:50","27.2","29.4","2014-10-28 13:46","25.5","2014-10-28 03:25","22.1","74","64","2014-10-28 19:24","1.7","310.0","7.5","330.0","2014-10-28 13:33","0.0","0.0","0.0","","0.0","","6.5","57.6","13.56","4.9","4.4"
"29","1016.1","1016.5","1017.7","2014-10-29 09:18","1014.8","2014-10-29 14:47","26.9","30.5","2014-10-29 11:55","24.7","2014-10-29 06:09","21.3","72","60","2014-10-29 13:37","2.3","310.0","8.1","310.0","2014-10-29 13:44","0.0","0.0","0.0","","0.0","","8.2","72.8","15.58","5.0","3.9"
"30","1015.1","1015.5","1016.5","2014-10-30 00:01","1013.5","2014-10-30 14:59","26.5","29.3","2014-10-30 12:14","23.9","2014-10-30 06:19","21.6","75","68","2014-10-30 13:02","1.7","290.0","6.8","280.0","2014-10-30 11:59","0.0","0.0","0.0","","0.0","","8.8","78.2","16.04","6.5","5.7"
"31","1013.2","1013.6","1015.2","2014-10-31 08:38","1011.3","2014-10-31 14:09","26.6","29.5","2014-10-31 12:45","24.9","2014-10-31 05:56","21.7","75","66","2014-10-31 14:30","2.0","310.0","8.1","300.0","2014-10-31 13:00","0.0","0.0","0.0","","0.0","","9.1","81.0","16.66","7.9","3.4"
